location_id,city,state,country,postal_code,timezone,region
787,Brianmouth,Vermont,Palau,00608,Asia/Bahrain,South
788,Lake Peter,North Dakota,Ireland,89071,America/Blanc-Sablon,East
789,Christopherfort,Minnesota,Palau,04321,America/Managua,East
790,Michaelfort,Montana,Cambodia,24374,Asia/Saigon,South
791,Kaneside,Indiana,Guernsey,84583,Pacific/Guadalcanal,East
792,Lake Ericfort,Indiana,Grenada,73860,Europe/Vilnius,South
793,North Hannahshire,Delaware,Swaziland,83985,Africa/Douala,South
794,Wallsfurt,Oregon,Uruguay,50069,Asia/Bishkek,South
795,East Brandystad,Illinois,Sweden,74660,Europe/Monaco,South
796,Ryanmouth,Oklahoma,Greece,56114,Europe/Athens,North
797,East Eddieborough,Nevada,Mauritania,06227,Europe/Luxembourg,South
798,West Holly,Hawaii,Albania,31079,Asia/Kuching,East
799,West Leslie,Florida,Swaziland,88179,Pacific/Tongatapu,East
800,Juliehaven,Wisconsin,Switzerland,96890,America/Dominica,South
801,West Mitchellside,Arizona,Saint Helena,96045,Africa/Windhoek,West
802,Andrewfort,South Carolina,Italy,32686,Africa/Bamako,West
803,Hesston,California,Pakistan,50026,Africa/Libreville,South
804,Lake Rachel,Washington,Heard Island and McDonald Islands,31069,Africa/Conakry,West
805,West Elizabethville,Wisconsin,Portugal,70529,Africa/Bamako,South
806,Lake Donnashire,Wisconsin,Eritrea,33613,Asia/Thimphu,West
807,West Cody,Washington,Benin,06026,Europe/Skopje,West
808,West Daniel,Alabama,Jersey,52604,America/Jamaica,East
809,West Maria,Oklahoma,Cyprus,58239,Asia/Baku,North
810,Lake Amberfurt,Delaware,Dominica,42208,Africa/Bujumbura,South
811,Port Aaronberg,Missouri,Czech Republic,66423,Asia/Nicosia,East
812,West Kevintown,Alabama,French Polynesia,94185,America/Dominica,North
813,Charlesmouth,Illinois,Iceland,35657,America/Port_of_Spain,South
814,Randyburgh,Kentucky,Armenia,17953,Pacific/Tongatapu,South
815,North Marcus,Oklahoma,Guinea,77547,Pacific/Enderbury,North
816,Port Christian,Utah,Ireland,37486,Africa/Sao_Tome,East
817,South Samuel,Minnesota,Falkland Islands (Malvinas),09407,Asia/Singapore,North
818,Michaelbury,Georgia,Colombia,59786,Asia/Ulaanbaatar,West
819,Port James,Vermont,Zambia,38963,Asia/Bishkek,North
820,Evanstown,Minnesota,Russian Federation,56719,Europe/Tallinn,West
821,East Taylorview,Kansas,Philippines,93785,Pacific/Auckland,South
822,East Kayla,Rhode Island,Eritrea,51031,Asia/Pyongyang,North
823,West Laurenview,Virginia,Monaco,58215,Asia/Pyongyang,West
824,Rachelshire,Maryland,Slovakia (Slovak Republic),91638,Asia/Katmandu,South
825,West Linda,Rhode Island,Central African Republic,22442,Africa/Niamey,East
826,Lake Johnathan,Massachusetts,Philippines,84114,Africa/Addis_Ababa,East
827,New Meganton,Illinois,Slovakia (Slovak Republic),52037,Europe/Bucharest,West
828,Gordonberg,California,Turkmenistan,18347,America/La_Paz,East
829,Williamchester,Idaho,American Samoa,17579,Africa/Conakry,South
830,Lisaton,Washington,Luxembourg,22356,Europe/Zaporozhye,East
831,Gilbertton,Montana,Serbia,50518,Asia/Muscat,North
832,Campbellborough,New York,United States Virgin Islands,13102,Africa/Harare,South
833,Edwinbury,Indiana,Cuba,16257,America/La_Paz,East
834,Samuelbury,Washington,Sri Lanka,02547,Europe/Sofia,West
835,Ronaldstad,Utah,Djibouti,72508,Africa/Lusaka,South
836,North Chrisside,Vermont,Haiti,97329,Asia/Tbilisi,South
837,Tracyshire,Oregon,Serbia,13850,America/El_Salvador,East
838,Laurenburgh,Vermont,Isle of Man,12213,Europe/Paris,South
839,Arroyohaven,Colorado,Tokelau,08763,Asia/Tehran,North
840,North Nicole,Connecticut,Ghana,44008,America/Tegucigalpa,North
841,Peterport,Connecticut,Czech Republic,13249,Europe/Athens,South
842,Russellbury,Delaware,Zimbabwe,48629,Africa/Porto-Novo,North
843,North Deborah,Nevada,Netherlands,74830,Africa/Nairobi,South
844,Bryanstad,Colorado,Congo,35544,Africa/Dar_es_Salaam,East
845,Lake Christopherview,Alabama,North Macedonia,40438,Asia/Kabul,East
846,South Karen,South Carolina,Thailand,77540,Europe/Paris,East
847,South Adriana,Vermont,Bouvet Island (Bouvetoya),17581,America/Lima,East
848,Lewisshire,Montana,Sudan,98411,Asia/Beirut,North
849,Hoffmanberg,Idaho,Moldova,41547,Asia/Yerevan,West
850,Mirandastad,Virginia,Faroe Islands,25830,Africa/Djibouti,North
851,South Maria,Utah,Malaysia,37556,America/Guatemala,East
852,Wagnerburgh,Maryland,Ecuador,18505,Pacific/Easter,South
853,Meyersborough,Maryland,Sierra Leone,63852,Europe/Malta,North
854,Lake Destinyfort,North Carolina,South Georgia and the South Sandwich Islands,30379,Europe/Athens,South
855,Lake Regina,Florida,Burundi,82000,Asia/Kabul,North
856,Ramirezmouth,Alaska,Myanmar,60891,Africa/Asmera,West
857,Vanessahaven,Oregon,Israel,54074,Africa/Freetown,North
858,Nancyburgh,North Carolina,Saudi Arabia,69853,Europe/Luxembourg,East
859,Kristaview,Maryland,Syrian Arab Republic,03778,America/Guatemala,East
860,Lake Justinshire,Colorado,Nicaragua,56130,Pacific/Tongatapu,North
861,East Timothyfurt,Alabama,United Arab Emirates,52376,Europe/Rome,North
862,Christopherport,Arizona,Thailand,60931,Africa/Bangui,North
863,Estesmouth,Iowa,Belarus,16967,Asia/Kuwait,South
864,Lutzfurt,Vermont,New Caledonia,98892,Africa/Nouakchott,South
865,Holmesport,Mississippi,Malta,37274,Europe/Podgorica,West
866,South Jasonchester,Colorado,Fiji,97167,Africa/Accra,South
867,West Josephport,Montana,Fiji,90927,Europe/Amsterdam,North
868,West Brettburgh,Georgia,San Marino,57833,Asia/Yakutsk,South
869,Michaelton,Georgia,Qatar,19736,Europe/Sarajevo,West
870,North Jonathanmouth,Nebraska,Dominican Republic,85507,Asia/Dushanbe,East
871,Meganchester,Michigan,Lebanon,63983,Africa/Addis_Ababa,East
872,Port Johnathan,Ohio,Senegal,16914,Europe/Zagreb,North
873,East Ericview,Oregon,Guinea-Bissau,96805,Europe/Vaduz,South
874,Jamesberg,Indiana,Greece,32065,America/Montevideo,South
875,Lake Philip,Vermont,North Macedonia,76551,Africa/Conakry,West
876,Starkbury,New York,Kyrgyz Republic,14019,America/Argentina/Ushuaia,East
877,North Gerald,Maine,Brazil,15797,Asia/Nicosia,West
878,Hicksfurt,South Carolina,Cape Verde,08178,Asia/Jakarta,East
879,Joseton,New Hampshire,Sweden,59508,Atlantic/Canary,East
880,North Andrestad,Ohio,Uganda,31790,Africa/Nouakchott,West
881,Port Katherine,Wisconsin,Guadeloupe,82085,Africa/Sao_Tome,North
882,East Candacebury,Vermont,Kyrgyz Republic,80560,Pacific/Port_Moresby,East
883,Johnnyville,California,Hong Kong,60085,Africa/Sao_Tome,South
884,Toddbury,Washington,Tajikistan,78448,Asia/Baku,West
885,West Vanessaland,Missouri,Guyana,71441,America/Costa_Rica,North
886,South Timothyshire,Rhode Island,Algeria,90737,Europe/Paris,West
887,Burnettton,Montana,Burkina Faso,45767,Africa/Douala,West
888,East Joseph,Nevada,Saint Lucia,23833,Africa/Lusaka,East
889,Johnsontown,Montana,Luxembourg,02091,Indian/Maldives,South
890,Stevenfort,Georgia,Afghanistan,08103,Africa/Malabo,South
891,New Keith,South Carolina,Uzbekistan,01385,Asia/Vientiane,West
892,South Juan,South Carolina,Christmas Island,15293,Africa/Libreville,East
893,Jacquelinebury,Tennessee,Turkey,62878,Africa/Accra,East
894,West Charlestown,Minnesota,Western Sahara,10725,Europe/Sofia,South
895,East Michael,Pennsylvania,Anguilla,84018,Indian/Antananarivo,North
896,Hatfieldville,Oregon,Namibia,24652,Asia/Harbin,South
897,Gregoryfurt,Kentucky,Tuvalu,39506,Africa/Bissau,North
898,Richardsonton,South Carolina,Japan,08226,America/Paramaribo,South
899,New Bianca,Arizona,Syrian Arab Republic,78006,Europe/Bucharest,South
900,Russellstad,New Mexico,Senegal,33525,Asia/Jerusalem,South
901,Mileschester,Michigan,North Macedonia,94998,Asia/Seoul,South
902,New Andrew,Louisiana,Philippines,31302,America/Asuncion,South
903,Gonzalezfort,Iowa,Romania,38630,America/Havana,East
904,Ericmouth,Oklahoma,Chad,00553,Asia/Riyadh,East
905,Greenfurt,Arizona,Libyan Arab Jamahiriya,29940,Pacific/Auckland,South
906,New Kelly,Washington,Poland,35142,Africa/Khartoum,North
907,South Kyle,Virginia,Isle of Man,46110,Pacific/Galapagos,East
908,West Justinmouth,Alaska,France,40148,Asia/Ashgabat,East
909,West Denise,Virginia,Saint Pierre and Miquelon,71836,Asia/Tbilisi,South
910,South Brandon,Pennsylvania,Austria,93476,Europe/San_Marino,East
911,Gainestown,Texas,Saint Pierre and Miquelon,29594,Africa/Maputo,East
912,Megantown,New Jersey,Croatia,31539,Asia/Dili,East
913,Port James,Minnesota,Spain,08229,Europe/Monaco,North
914,South Nicolemouth,Texas,Svalbard & Jan Mayen Islands,37472,Africa/Bissau,East
915,South Benjaminport,Oklahoma,Guam,47094,Asia/Damascus,West
916,South Jason,New Jersey,Marshall Islands,70141,Europe/Athens,West
917,Carterton,New Mexico,Central African Republic,37799,Asia/Tashkent,North
918,Tiffanyton,Montana,Cote d'Ivoire,32597,America/St_Vincent,North
919,Myersville,New Mexico,Swaziland,48845,Pacific/Port_Moresby,East
920,East Josephfort,Pennsylvania,Guam,21597,Pacific/Funafuti,South
921,Cookmouth,New Mexico,Mongolia,20410,Africa/Mogadishu,South
922,Port Joyce,Colorado,Cook Islands,61197,Indian/Mahe,East
923,New Robert,Nevada,Cayman Islands,20836,Africa/Cairo,North
924,Lake Juliaburgh,Utah,Mexico,25358,Africa/Windhoek,East
925,North Marybury,New Mexico,Guatemala,10855,Africa/Lome,East
926,Lake Michael,Rhode Island,United Arab Emirates,83453,Asia/Tehran,West
927,Port Michael,Idaho,Serbia,23642,Africa/Porto-Novo,West
928,Markberg,Michigan,Syrian Arab Republic,13177,America/Tegucigalpa,North
929,Leeport,Ohio,Iran,47893,Asia/Riyadh,South
930,South Markport,New Mexico,Colombia,84837,Asia/Kashgar,East
931,Stephanieburgh,Delaware,Lao People's Democratic Republic,29279,America/Dominica,South
932,Lake Manuel,Virginia,Russian Federation,85115,Indian/Maldives,South
933,Jamesshire,Louisiana,United Arab Emirates,80825,America/Belize,North
934,Liuchester,Connecticut,El Salvador,52488,Pacific/Efate,West
935,South Elizabeth,Utah,Thailand,34830,Europe/Andorra,West
936,North Ronald,North Dakota,Saint Vincent and the Grenadines,14714,Asia/Calcutta,South
937,Port Amber,Idaho,Svalbard & Jan Mayen Islands,94810,Africa/Gaborone,West
938,South Lauriefort,Virginia,Finland,26468,America/Mazatlan,South
939,Timothytown,Arkansas,Iraq,09629,Africa/Tunis,West
940,Port Dianestad,Minnesota,Djibouti,22409,Africa/Windhoek,South
941,New Beth,Wyoming,Yemen,30409,Pacific/Apia,North
942,Port Austin,Delaware,Nigeria,52641,Asia/Baku,South
943,East Stevenville,Tennessee,Lithuania,60510,Atlantic/Cape_Verde,West
944,South Sarah,Minnesota,San Marino,68585,Europe/Kyiv,South
945,South Laurenburgh,Kansas,Turkmenistan,75120,Africa/Kampala,South
946,Jenniferhaven,Montana,Gambia,31423,Asia/Pontianak,North
947,Lake Kevin,Tennessee,Reunion,27068,America/Barbados,East
948,East Leslie,Michigan,Tuvalu,76118,Pacific/Apia,North
949,South Dustin,Vermont,San Marino,75973,Africa/Ouagadougou,East
950,Brownborough,Colorado,Suriname,55232,Africa/Blantyre,South
951,Victoriaburgh,California,Haiti,13251,Europe/San_Marino,East
952,Wrightmouth,New Mexico,Cook Islands,19787,Asia/Jerusalem,East
953,Port Jacob,Utah,El Salvador,99010,Asia/Singapore,South
954,East Biancaborough,Ohio,Paraguay,76839,Africa/Kampala,South
955,Leslieton,Arkansas,Finland,14261,Africa/Windhoek,North
956,Camposton,Iowa,Papua New Guinea,45822,Atlantic/Azores,South
957,Port Jackie,Rhode Island,Finland,89196,Asia/Thimphu,South
958,Davidstad,West Virginia,Hungary,68322,Pacific/Ponape,North
959,Lopezside,Pennsylvania,Kuwait,62916,Pacific/Funafuti,West
960,Brentmouth,New Hampshire,Burundi,64878,Asia/Pyongyang,East
961,Marshfurt,Delaware,Korea,33857,America/El_Salvador,East
962,Theresabury,Illinois,Saint Helena,75855,Asia/Urumqi,West
963,Gomezmouth,Arizona,Anguilla,99143,Asia/Dhaka,West
964,Ericksonfort,Pennsylvania,United Kingdom,09482,America/St_Lucia,East
965,East Haroldport,New York,Namibia,93428,Africa/Lome,South
966,Lake Charles,Louisiana,Namibia,12180,America/La_Paz,West
967,Brownfort,Ohio,American Samoa,66518,Atlantic/Reykjavik,South
968,South Chadshire,Louisiana,Namibia,13636,Africa/Brazzaville,West
969,Lake Travis,Montana,Spain,22874,Africa/Mbabane,East
970,Kimberlymouth,Pennsylvania,Jamaica,14714,Asia/Dili,North
971,Cameronberg,Iowa,Guernsey,65599,Asia/Nicosia,North
972,Smithland,Illinois,Ukraine,26441,Africa/Windhoek,South
973,West Kennethmouth,Nebraska,Lesotho,01752,Africa/Lome,East
974,East Andrew,New Jersey,Dominican Republic,60626,Europe/Budapest,East
975,North Catherine,Vermont,Panama,86475,Africa/Casablanca,East
976,New Marymouth,Arizona,Bolivia,64101,Australia/Perth,West
977,Sanchezmouth,Texas,Namibia,63467,Asia/Tokyo,East
978,New Debrafurt,Wisconsin,Malta,06708,Africa/Monrovia,North
979,Lake Anthony,Oregon,United Kingdom,99192,Africa/Ouagadougou,East
980,West Jamietown,Alabama,Portugal,16956,Africa/Douala,North
981,New Kristishire,Indiana,Guadeloupe,70840,Europe/Skopje,South
982,Robertsville,Indiana,Brazil,31691,Europe/Chisinau,South
983,Lake Chad,Montana,Nauru,01956,Europe/San_Marino,East
984,Kingtown,Tennessee,Algeria,06512,America/Lima,West
985,Danielfort,Alabama,Gabon,52900,Pacific/Majuro,West
986,South Tamaraberg,New York,Falkland Islands (Malvinas),96912,Africa/Maputo,West
987,Port Jason,Alaska,Guam,28923,Africa/Harare,East
988,Stephentown,Oklahoma,Germany,51824,America/Guatemala,East
989,East Sandramouth,Alabama,Bahamas,30577,Africa/Kampala,West
990,Davidtown,New Mexico,South Georgia and the South Sandwich Islands,73789,Africa/Abidjan,East
991,Laurenhaven,Connecticut,Burundi,97505,Asia/Dushanbe,West
992,South Daniel,Nebraska,Gambia,71172,Pacific/Fiji,South
993,West Jeffrey,Colorado,Norfolk Island,27882,Africa/Kigali,South
994,Brownbury,Michigan,Somalia,87995,Asia/Karachi,South
995,Williamstown,Georgia,Kenya,03993,Asia/Hebron,North
996,Lake Clintonside,Alaska,Norway,33439,Australia/Lindeman,West
997,Zacharymouth,Wyoming,Sao Tome and Principe,99046,America/Grenada,North
998,North Diane,Virginia,Saint Helena,32626,Asia/Colombo,North
999,Tiffanymouth,Idaho,Puerto Rico,81018,Asia/Aden,South
1000,East Ruben,Kentucky,Liechtenstein,85216,Pacific/Funafuti,South
