product_key,SKU_number,product_description,package_type,package_size,size,color,brand,category,subcategory,department,manufacturer,weight,unit_of_measure,unit_price_base
1030,BH001029,Dark idea you. Writer general capital probably material behind.,Box,Large,N/A,DeepSkyBlue,HarperCollins,Books,Fiction,Books,HarperCollins,486,g,23.4
1031,CZ001030,Indicate share article white doctor. Religious character born.,Envelope,Medium,L,DeepSkyBlue,Zara,Clothing,Outerwear,Clothing,Zara,613,g,715.77
1032,ES001031,Property could cold speak customer personal leg. Cut wind message old. Bring sister debate improve.,Pallet,Large,L,LightBlue,Samsung,Electronics,Accessories,Electronics,Samsung,1226,g,435.47
1033,BP001032,Those section them business. Model child design decision glass daughter.,Bag,Small,XS,MediumSlateBlue,Penguin,Books,Children,Books,Penguin,432,g,107.98
1034,ED001033,Whom movie hope store take late. Especially make police.,Pallet,Large,XL,CadetBlue,Dell,Electronics,Laptops,Electronics,Dell,3625,g,565.14
1035,CH001034,Truth stop blue service. Special main discuss employee.,Bag,Medium,N/A,Brown,H&M,Clothing,Accessories,Clothing,H&M,323,g,408.67
1036,BR001035,Push company speech memory boy. Special available oil threat. Rock there reduce.,Envelope,X-Large,S,CornflowerBlue,Random House,Books,Non-Fiction,Books,Random House,1581,g,785.81
1037,CZ001036,Side rate reach. Late these meet race.,Crate,X-Large,N/A,PapayaWhip,Zara,Clothing,Pants,Clothing,Zara,664,g,100.91
1038,SA001037,Risk professor local either. Culture return stop.,Crate,Medium,XS,Violet,Adidas,Sports,Team Sports,Sports,Adidas,7711,g,253.04
1039,HW001038,Participant order yes and four attorney. Whatever trip without tree.,Crate,Medium,N/A,Indigo,Wayfair,Home & Garden,Decor,Home & Garden,Wayfair,16630,g,463.22
1040,HI001039,Sense Mr woman reflect. Gun response north maybe.,Bag,Medium,S,LightCoral,IKEA,Home & Garden,Garden Tools,Home & Garden,IKEA,19802,g,826.48
1041,CU001040,Issue at from chance. Push despite treat system.,Crate,X-Large,N/A,Moccasin,Uniqlo,Clothing,Accessories,Clothing,Uniqlo,446,g,687.93
1042,TF001041,Professional effort skin within evening sure nature store.,Pallet,X-Large,M,PaleGreen,Fisher-Price,Toys,Educational Toys,Toys,Fisher-Price,1920,g,53.3
1043,SP001042,Generation recently tree past.,Envelope,X-Large,S,DeepSkyBlue,Puma,Sports,Sports Wear,Sports,Puma,2598,g,917.62
1044,HH001043,Nearly mention since deal. Relate sing deep. Pick there whom present own scene.,Pallet,Medium,L,FloralWhite,HomeDepot,Home & Garden,Furniture,Home & Garden,HomeDepot,10424,g,409.97
1045,BP001044,Recently ready easy eight. Section leave her decision high family more begin.,Box,Small,M,LightSalmon,Penguin,Books,Comics,Books,Penguin,262,g,599.99
1046,FN001045,Issue school name. Seem themselves fill friend bad significant few how.,Crate,Small,XL,MediumAquaMarine,Nestle,Food,Beverages,Food,Nestle,500,g,72.09
1047,SN001046,Call great edge behind should moment guy.,Crate,X-Large,S,Blue,Nike,Sports,Team Sports,Sports,Nike,1775,g,200.57
1048,BR001047,Answer data tend enter. Work live assume degree yet outside office.,Pallet,Medium,L,Silver,Random House,Books,Fiction,Books,Random House,1676,g,777.37
1049,CZ001048,Today say camera now already much radio attention. Top open offer bring way able.,Envelope,Small,XS,Red,Zara,Clothing,Dresses,Clothing,Zara,884,g,826.72
1050,CH001049,Ask generation around. Choice bed out too if available blue. Owner happy item pass item main.,Bag,Medium,N/A,Red,H&M,Clothing,Shirts,Clothing,H&M,625,g,299.22
1051,TL001050,Law forget here home. Personal office individual stop site.,Bag,Medium,M,Coral,Lego,Toys,Outdoor Toys,Toys,Lego,2142,g,371.67
1052,BC001051,Performance quality toward when everything. Provide organization idea know heart.,Bag,X-Large,L,MediumAquaMarine,Clinique,Beauty,Skincare,Beauty,Clinique,420,g,801.51
1053,SP001052,Down kind what movement before. Notice drop left little main professional.,Box,X-Large,M,Cornsilk,Puma,Sports,Outdoor Gear,Sports,Puma,2204,g,141.72
1054,SU001053,Fire factor car believe. Nation system and reality just.,Pallet,Medium,M,LawnGreen,Under Armour,Sports,Team Sports,Sports,Under Armour,3742,g,268.88
1055,FK001054,Light page town yet low base. Stage despite make wrong more.,Pallet,X-Large,S,Aqua,Kellogg's,Food,Pantry,Food,Kellogg's,1032,g,638.6
1056,TM001055,Population since at write.,Pallet,Large,XS,SlateGray,Mattel,Toys,Action Figures,Toys,Mattel,1990,g,503.02
1057,CU001056,Sometimes war indeed up among save blood ago.,Pallet,Small,L,Silver,Uniqlo,Clothing,Dresses,Clothing,Uniqlo,161,g,394.3
1058,SP001057,Year according daughter. Of city similar miss see race. Degree feeling own who.,Box,Small,N/A,GreenYellow,Puma,Sports,Exercise Equipment,Sports,Puma,8901,g,76.75
1059,FN001058,Difficult serve their modern ready care time. Suggest according share travel look.,Box,Large,XL,LightGoldenRodYellow,Nestle,Food,Specialty,Food,Nestle,1910,g,224.12
1060,CH001059,Civil group analysis run. Congress throw hit so risk hot.,Bag,Medium,XS,Lime,H&M,Clothing,Shirts,Clothing,H&M,433,g,797.24
1061,SN001060,Child product none spend involve camera else. Science street key occur future fight goal.,Crate,Medium,XS,DimGray,Nike,Sports,Outdoor Gear,Sports,Nike,1049,g,987.24
1062,BM001061,Certain about across forward structure. None him source argue fund just surface.,Bag,X-Large,XL,SaddleBrown,MAC,Beauty,Hair Care,Beauty,MAC,246,g,585.65
1063,ED001062,Me yeah price kid chair success party huge. Water how each.,Envelope,Small,L,LightYellow,Dell,Electronics,Accessories,Electronics,Dell,2194,g,903.66
1064,FK001063,"Sound marriage real city.
Loss she quite street save. School require stuff marriage.",Crate,Small,N/A,DarkOliveGreen,Kraft,Food,Specialty,Food,Kraft,914,g,258.45
1065,ED001064,Approach reason agree attention inside social gun.,Bag,X-Large,N/A,PaleTurquoise,Dell,Electronics,Smartphones,Electronics,Dell,3224,g,786.46
1066,TL001065,Type a it. Remember cultural since process high. Person officer draw election.,Crate,Small,XL,ForestGreen,Lego,Toys,Board Games,Toys,Lego,1225,g,66.96
1067,ED001066,Thank training discuss positive. Parent yet many nice able mention. Couple every commercial say.,Bag,Large,S,DarkOrchid,Dell,Electronics,Audio,Electronics,Dell,1434,g,912.18
1068,HW001067,Leave say treatment describe. Action small audience despite boy.,Box,X-Large,S,Tan,Wayfair,Home & Garden,Decor,Home & Garden,Wayfair,11752,g,428.11
1069,BL001068,Particularly anyone seem.,Envelope,Medium,N/A,Indigo,L'Oreal,Beauty,Hair Care,Beauty,L'Oreal,451,g,478.95
1070,TF001069,Seem war get stage how pattern firm. First likely discover use themselves.,Crate,Medium,N/A,Gray,Fisher-Price,Toys,Action Figures,Toys,Fisher-Price,1575,g,507.91
1071,BP001070,"Firm owner option. Cover president recently Republican.
Stock very newspaper election.",Envelope,Medium,N/A,BurlyWood,Penguin,Books,Children,Books,Penguin,1382,g,994.85
1072,BP001071,Spend there perform full fight actually job probably. Story either should than.,Envelope,X-Large,S,DarkKhaki,Penguin,Books,Educational,Books,Penguin,1944,g,30.37
1073,FG001072,Particularly fund peace produce of however range we.,Pallet,Large,XL,LavenderBlush,General Mills,Food,Beverages,Food,General Mills,907,g,801.98
1074,FK001073,More good task individual. Somebody while rock operation go east mouth.,Pallet,Large,S,Snow,Kellogg's,Food,Beverages,Food,Kellogg's,330,g,559.45
1075,BL001074,Hospital lead operation sort test none reality find. Trial husband it represent term.,Box,Small,N/A,Beige,L'Oreal,Beauty,Fragrance,Beauty,L'Oreal,383,g,364.32
1076,BL001075,Important strong return east traditional. Yard real open manager.,Pallet,Small,XS,LightGreen,L'Oreal,Beauty,Hair Care,Beauty,L'Oreal,266,g,480.39
1077,CH001076,As movie heart him size. Government live although current big beyond.,Box,Large,S,Cyan,H&M,Clothing,Outerwear,Clothing,H&M,535,g,606.53
1078,FG001077,About value daughter factor free close. Pull only likely wide really box girl.,Crate,X-Large,XS,DarkSlateBlue,General Mills,Food,Specialty,Food,General Mills,1058,g,359.1
1079,EL001078,Such stay fight TV rate. Choice key wear address personal value each simple.,Crate,Medium,XS,Chocolate,LG,Electronics,Laptops,Electronics,LG,4443,g,580.82
1080,SU001079,Television recently behavior everybody school first.,Envelope,Large,S,Lavender,Under Armour,Sports,Exercise Equipment,Sports,Under Armour,7189,g,401.82
1081,BM001080,Wide huge air cause including. Five news not up. Brother decision upon artist who.,Crate,Large,N/A,Tan,MAC,Beauty,Hair Care,Beauty,MAC,209,g,461.86
1082,BM001081,Morning administration management worry nature their later. Nothing human worry significant.,Box,Large,S,Wheat,MAC,Beauty,Skincare,Beauty,MAC,336,g,719.97
1083,TM001082,Second writer up floor for technology many.,Envelope,Large,XS,Crimson,Mattel,Toys,Outdoor Toys,Toys,Mattel,1393,g,312.33
1084,BM001083,Try because remain available series quickly.,Pallet,Medium,L,SaddleBrown,MAC,Beauty,Makeup,Beauty,MAC,365,g,788.95
1085,HW001084,Worry charge follow relate. Home bed modern deal.,Envelope,X-Large,XL,LightGreen,Wayfair,Home & Garden,Decor,Home & Garden,Wayfair,687,g,887.3
1086,HA001085,Fight what record behavior always police cell. Her throughout notice former. Wide customer short.,Crate,X-Large,XL,Purple,Ashley,Home & Garden,Furniture,Home & Garden,Ashley,8970,g,982.93
1087,BR001086,Paper beat book to would brother treatment. Mr talk sell from quite.,Box,Large,XS,IndianRed,Random House,Books,Comics,Books,Random House,1254,g,103.91
1088,CA001087,View law tell read. East science agency government could each reflect.,Envelope,X-Large,S,White,Adidas,Clothing,Shoes,Clothing,Adidas,877,g,245.16
1089,CA001088,More not money me. High blue Republican argue with model.,Crate,Medium,S,Plum,Adidas,Clothing,Dresses,Clothing,Adidas,337,g,364.18
1090,BC001089,Generation customer either increase sure.,Envelope,X-Large,XL,DarkGray,Clinique,Beauty,Makeup,Beauty,Clinique,350,g,568.69
1091,BE001090,Daughter fall everybody respond outside. Mean commercial live. Community loss represent so.,Envelope,Medium,XS,Snow,Estee Lauder,Beauty,Fragrance,Beauty,Estee Lauder,458,g,388.12
1092,EA001091,Pick serve defense change several heart without trial. Past check action school.,Envelope,Medium,N/A,DarkGray,Apple,Electronics,Gaming,Electronics,Apple,3111,g,144.71
1093,BM001092,But cover opportunity affect yeah per firm woman.,Box,X-Large,S,LightSeaGreen,MAC,Beauty,Makeup,Beauty,MAC,82,g,435.12
1094,BH001093,Job also something own its east. Money direction fear. Happy protect rise.,Box,Small,M,OliveDrab,HarperCollins,Books,Educational,Books,HarperCollins,481,g,238.01
1095,FG001094,Fire point within he street attack. Until floor cover. Begin region body his himself hundred.,Bag,Small,S,DarkGoldenRod,General Mills,Food,Specialty,Food,General Mills,933,g,892.45
1096,BR001095,School not realize friend. Water by kitchen have man up.,Envelope,Small,N/A,Yellow,Random House,Books,Children,Books,Random House,1103,g,112.51
1097,SU001096,Data writer draw. Western suffer level author somebody day reflect.,Pallet,Medium,N/A,Turquoise,Under Armour,Sports,Outdoor Gear,Sports,Under Armour,6158,g,37.23
1098,TF001097,Source officer bit leg including try. Knowledge south answer age night child majority.,Envelope,Large,M,White,Fisher-Price,Toys,Educational Toys,Toys,Fisher-Price,2401,g,27.42
1099,ES001098,Fear avoid other. Also town fast blood.,Crate,Large,M,BurlyWood,Samsung,Electronics,Laptops,Electronics,Samsung,2646,g,597.69
1100,SU001099,Other see similar he role history bit. Rise table score individual fast. Benefit student age thank.,Bag,Small,N/A,LightSkyBlue,Under Armour,Sports,Exercise Equipment,Sports,Under Armour,9406,g,446.17
1101,TF001100,Upon worker fall avoid. Idea visit national our clear that. Every value special future price.,Pallet,Small,L,DarkOliveGreen,Fisher-Price,Toys,Action Figures,Toys,Fisher-Price,146,g,345.95
1102,CU001101,Wall change price day. Those source animal simply carry.,Bag,Small,S,Thistle,Uniqlo,Clothing,Shirts,Clothing,Uniqlo,479,g,557.4
1103,BE001102,Mention move big learn unit. There scientist will fund decade.,Envelope,Small,L,Black,Estee Lauder,Beauty,Makeup,Beauty,Estee Lauder,284,g,707.16
1104,HH001103,Improve draw chair something leg reality. Hospital end newspaper training.,Pallet,Medium,XL,LightGoldenRodYellow,HomeDepot,Home & Garden,Kitchen,Home & Garden,HomeDepot,13379,g,52.61
1105,HW001104,Trade decade agreement tough relate program example. Enter should friend majority always.,Envelope,Large,XL,ForestGreen,Wayfair,Home & Garden,Decor,Home & Garden,Wayfair,5849,g,700.98
1106,BP001105,Maybe until yet recently. Such seem collection recent.,Crate,X-Large,M,BlanchedAlmond,Penguin,Books,Non-Fiction,Books,Penguin,246,g,283.58
1107,HA001106,Range learn movement image she market. Staff reveal office ok as job.,Bag,Small,M,SlateBlue,Ashley,Home & Garden,Garden Tools,Home & Garden,Ashley,13702,g,962.69
1108,TL001107,Debate south black owner take. Society practice green line toward rich three win.,Box,X-Large,XL,IndianRed,Lego,Toys,Board Games,Toys,Lego,341,g,943.0
1109,BC001108,"With commercial drive. And others dog local own light.
Would he since phone manager back.",Box,Small,XS,YellowGreen,Clinique,Beauty,Makeup,Beauty,Clinique,219,g,162.17
1110,HI001109,Those entire mind.,Envelope,Small,XS,DarkGray,IKEA,Home & Garden,Decor,Home & Garden,IKEA,13867,g,824.09
1111,EA001110,Fire conference agency finally. Term environmental agency represent during.,Bag,Large,S,IndianRed,Apple,Electronics,Gaming,Electronics,Apple,2775,g,202.69
1112,ES001111,Deal serve necessary reflect store. Which prepare long subject involve really able popular.,Pallet,Large,XL,PaleGoldenRod,Samsung,Electronics,Laptops,Electronics,Samsung,1332,g,161.4
1113,HH001112,Prevent left general eat.,Bag,Medium,XL,Red,HomeDepot,Home & Garden,Kitchen,Home & Garden,HomeDepot,18320,g,862.53
1114,SA001113,Worry success first often generation simply.,Box,Large,XS,Peru,Adidas,Sports,Exercise Equipment,Sports,Adidas,4118,g,110.94
1115,TH001114,Meet campaign chair mean method. Spend year hand particular sometimes.,Pallet,Small,L,MediumSlateBlue,Hasbro,Toys,Educational Toys,Toys,Hasbro,633,g,706.46
1116,CZ001115,Model much whatever nor true. Against fire kind seat on represent author least.,Bag,Medium,M,Ivory,Zara,Clothing,Outerwear,Clothing,Zara,170,g,913.04
1117,HH001116,Defense thing write reason. Election good art. Into attention theory help.,Envelope,X-Large,XL,Brown,HomeDepot,Home & Garden,Garden Tools,Home & Garden,HomeDepot,17713,g,310.77
1118,BC001117,Thing senior plan by everyone challenge. Region beautiful discussion stage present way.,Crate,Medium,S,LemonChiffon,Clinique,Beauty,Skincare,Beauty,Clinique,224,g,503.57
1119,BH001118,Artist walk then control cost threat. Arrive rule mouth probably rate future.,Pallet,Small,N/A,Violet,HarperCollins,Books,Non-Fiction,Books,HarperCollins,463,g,259.07
1120,FK001119,Then nor certain model reality suddenly. Feeling common morning past true story.,Pallet,Medium,N/A,DeepPink,Kellogg's,Food,Specialty,Food,Kellogg's,805,g,870.17
1121,FK001120,Role box two tree camera interesting four. Good dog per network force owner stay.,Bag,X-Large,L,PaleVioletRed,Kraft,Food,Pantry,Food,Kraft,1746,g,318.07
1122,CZ001121,Decision response either work even something. Doctor dream nothing.,Crate,Large,L,White,Zara,Clothing,Shoes,Clothing,Zara,889,g,532.97
1123,EA001122,After effort wall expect report myself. Environment money mean else yourself.,Envelope,Large,XL,SkyBlue,Apple,Electronics,Tablets,Electronics,Apple,2069,g,874.57
1124,CU001123,Life see question heavy. Serve much believe send. Notice set large try girl.,Bag,Large,XS,SlateGray,Uniqlo,Clothing,Dresses,Clothing,Uniqlo,769,g,344.29
1125,BM001124,"Gun leader reason know.
Line fall kind. Attack time building business we.",Bag,Large,XL,SlateGray,MAC,Beauty,Fragrance,Beauty,MAC,141,g,17.96
1126,BL001125,Morning consumer half machine adult chair art reason. Their hair let.,Pallet,Medium,XS,BlanchedAlmond,L'Oreal,Beauty,Skincare,Beauty,L'Oreal,368,g,914.15
1127,TM001126,Theory suggest perform which may east light.,Box,Small,L,PaleGreen,Mattel,Toys,Outdoor Toys,Toys,Mattel,2108,g,344.45
1128,TM001127,Onto attack throw bad recently.,Crate,Large,XL,SandyBrown,Mattel,Toys,Board Games,Toys,Mattel,1001,g,112.42
1129,CZ001128,Teach art generation when education field really other. Energy board heart usually.,Box,X-Large,M,DarkOliveGreen,Zara,Clothing,Dresses,Clothing,Zara,214,g,284.41
1130,SA001129,Reduce up common book. Grow happy after treatment bag history low. Space simply ball much.,Envelope,Small,L,Maroon,Adidas,Sports,Team Sports,Sports,Adidas,2217,g,280.71
1131,FK001130,Reason now general ten focus effort fill hour. Site budget enough.,Pallet,Large,M,DarkSalmon,Kellogg's,Food,Snacks,Food,Kellogg's,1694,g,281.5
1132,HA001131,Can feel leg. Pm ground include hear.,Crate,Large,L,FireBrick,Ashley,Home & Garden,Furniture,Home & Garden,Ashley,5508,g,586.67
1133,FK001132,Free voice them growth we under. Other stay management. Across PM second economic.,Bag,Small,XL,DeepPink,Kellogg's,Food,Snacks,Food,Kellogg's,1006,g,383.3
1134,CZ001133,Board spring wife market customer catch throw.,Pallet,Medium,S,Olive,Zara,Clothing,Shoes,Clothing,Zara,782,g,347.52
1135,FG001134,"Laugh agree lot standard someone.
South say appear control hotel.",Pallet,Medium,L,NavajoWhite,General Mills,Food,Beverages,Food,General Mills,1151,g,430.38
1136,BC001135,Note but discussion play imagine let. About main language. Total reality short month soon bring.,Box,Medium,M,DarkSlateGray,Clinique,Beauty,Makeup,Beauty,Clinique,291,g,415.08
1137,ES001136,Tax foot sea represent according. Eat foreign myself art.,Crate,X-Large,XL,RosyBrown,Samsung,Electronics,Accessories,Electronics,Samsung,2823,g,69.21
1138,SN001137,His author ball fear really someone. My question wife economy certain report trade.,Crate,Medium,XS,MidnightBlue,Nike,Sports,Outdoor Gear,Sports,Nike,4565,g,37.3
1139,BC001138,One face turn thing. Shoulder statement deep statement leave six page.,Envelope,Large,XL,LightPink,Clinique,Beauty,Skincare,Beauty,Clinique,312,g,692.01
1140,EL001139,For present Mrs pay give. That mouth success skin treat threat.,Box,Small,XL,Blue,LG,Electronics,Accessories,Electronics,LG,2651,g,472.37
1141,BH001140,Before lay capital performance choice newspaper. Trial each answer sit physical fund each instead.,Box,Large,L,Aquamarine,HarperCollins,Books,Children,Books,HarperCollins,1591,g,720.4
1142,ED001141,Light fact professional window hold. Attention follow land indeed next.,Envelope,Large,L,Chocolate,Dell,Electronics,Laptops,Electronics,Dell,3054,g,210.86
1143,CN001142,Whose cultural every amount activity writer. Price still star probably. Risk finally still.,Bag,Medium,XS,PapayaWhip,Nike,Clothing,Dresses,Clothing,Nike,615,g,589.89
1144,BM001143,Always spring attack address. Nature decide thing fact hotel green painting second.,Bag,Medium,N/A,LightSalmon,MAC,Beauty,Hair Care,Beauty,MAC,162,g,920.67
1145,SN001144,Eat top discover. Low might indeed blue like one performance. Action area analysis big.,Box,X-Large,L,Beige,Nike,Sports,Team Sports,Sports,Nike,3209,g,156.4
1146,ES001145,Brother hold political structure east prove.,Pallet,Large,M,DarkViolet,Sony,Electronics,Laptops,Electronics,Sony,3400,g,718.12
1147,BC001146,Better during miss owner image painting case edge. Do fall mind dark edge.,Bag,X-Large,M,Azure,Clinique,Beauty,Makeup,Beauty,Clinique,237,g,946.43
1148,TL001147,Stage local generation picture prevent. After radio season pretty we certainly.,Bag,Small,M,SlateBlue,Lego,Toys,Action Figures,Toys,Lego,2975,g,895.2
1149,ED001148,Right blood across generation east.,Bag,Large,N/A,OrangeRed,Dell,Electronics,Gaming,Electronics,Dell,4305,g,578.34
1150,HA001149,Land one care personal. And measure alone term mission.,Pallet,X-Large,XS,SteelBlue,Ashley,Home & Garden,Decor,Home & Garden,Ashley,13453,g,644.16
1151,HI001150,"But television country of Mr.
Own report rather political simple artist. Set personal how allow.",Envelope,X-Large,L,BlanchedAlmond,IKEA,Home & Garden,Decor,Home & Garden,IKEA,13692,g,945.81
1152,SP001151,Sit design along different suddenly. Effort but officer fall.,Pallet,Medium,S,Green,Puma,Sports,Sports Wear,Sports,Puma,5489,g,110.73
1153,BH001152,End deal teacher where whom majority one though. Skill run commercial other loss white.,Pallet,Large,S,Cyan,HarperCollins,Books,Non-Fiction,Books,HarperCollins,1184,g,449.36
1154,CZ001153,Natural never seat sing push maybe. Training road school finally soon entire seat rise.,Crate,Small,S,Thistle,Zara,Clothing,Pants,Clothing,Zara,957,g,863.68
1155,HW001154,Foot evening another drop. Democrat truth past near north professional.,Bag,Medium,L,LightPink,Wayfair,Home & Garden,Kitchen,Home & Garden,Wayfair,9996,g,94.59
1156,SA001155,Into deep television person make. Ask professional plan including.,Crate,Large,XL,DarkSalmon,Adidas,Sports,Outdoor Gear,Sports,Adidas,7352,g,588.28
1157,ED001156,Home camera garden. Size garden positive red.,Bag,Small,S,MediumSpringGreen,Dell,Electronics,Smartphones,Electronics,Dell,3573,g,804.92
1158,ED001157,Radio reflect even. Impact describe take. Happy his house grow.,Bag,X-Large,S,BlueViolet,Dell,Electronics,Audio,Electronics,Dell,2631,g,835.81
1159,CH001158,Religious three but. Future tree pass. Natural hotel act college right.,Bag,Small,XS,RoyalBlue,H&M,Clothing,Accessories,Clothing,H&M,212,g,539.49
1160,SP001159,Hit reflect order light. Close little run son save interest treatment.,Box,Medium,L,Crimson,Puma,Sports,Outdoor Gear,Sports,Puma,7537,g,581.18
1161,SU001160,Subject personal general none conference almost. Kind learn statement oil. Citizen growth fly door.,Crate,Large,M,Aquamarine,Under Armour,Sports,Team Sports,Sports,Under Armour,2903,g,781.59
1162,ES001161,Score too wonder month send. Now agent carry ten heart sound quality.,Pallet,Medium,S,Coral,Samsung,Electronics,Audio,Electronics,Samsung,605,g,106.88
1163,EL001162,Raise themselves he. Subject painting describe group college.,Bag,X-Large,XL,Brown,LG,Electronics,Laptops,Electronics,LG,2479,g,532.0
1164,CZ001163,Half already before. He pass win agent make radio from. Their air market.,Crate,X-Large,N/A,GreenYellow,Zara,Clothing,Pants,Clothing,Zara,128,g,274.98
1165,CH001164,Bill learn yard chance. Mother experience consider while look total answer.,Box,Medium,XS,Chocolate,H&M,Clothing,Outerwear,Clothing,H&M,446,g,86.07
1166,HW001165,Support those force deep summer. Body short son television alone.,Bag,Large,XS,Coral,Wayfair,Home & Garden,Kitchen,Home & Garden,Wayfair,18453,g,475.63
1167,TH001166,Operation debate national training. Break approach power suggest so some.,Bag,Medium,N/A,Olive,Hasbro,Toys,Action Figures,Toys,Hasbro,1591,g,669.12
1168,SU001167,Grow personal pressure show. Usually style gun behavior floor our.,Pallet,X-Large,XL,AntiqueWhite,Under Armour,Sports,Exercise Equipment,Sports,Under Armour,8141,g,468.16
1169,TL001168,Company until fear we happy energy road. Partner thus stage name approach manage certain.,Envelope,Small,S,OldLace,Lego,Toys,Educational Toys,Toys,Lego,1770,g,620.78
1170,FK001169,Collection finally know majority science. American election her arrive scene fill.,Box,Medium,S,SkyBlue,Kraft,Food,Beverages,Food,Kraft,992,g,958.99
1171,TL001170,"Hold ok value. Activity hundred sound politics child usually.
Enter imagine data draw.",Pallet,X-Large,N/A,PaleVioletRed,Lego,Toys,Board Games,Toys,Lego,1710,g,989.14
1172,HH001171,Performance size huge message. How whole than challenge. Method audience strategy response while.,Bag,X-Large,XS,Gray,HomeDepot,Home & Garden,Decor,Home & Garden,HomeDepot,16310,g,675.63
1173,CZ001172,Away manage thousand move. Live Congress ask reason appear finally. Benefit anything thought.,Envelope,Small,XS,Orange,Zara,Clothing,Pants,Clothing,Zara,763,g,38.13
1174,CN001173,Line wear school somebody. Add thought bar size street authority.,Bag,X-Large,M,Khaki,Nike,Clothing,Pants,Clothing,Nike,124,g,599.26
1175,TL001174,Song always approach some indeed keep indeed. Himself learn easy fear quality.,Pallet,X-Large,N/A,LightSeaGreen,Lego,Toys,Outdoor Toys,Toys,Lego,1180,g,251.74
1176,BP001175,Partner artist rock really direction continue after. Market fill keep rather well election include.,Envelope,Small,L,LavenderBlush,Penguin,Books,Fiction,Books,Penguin,907,g,169.7
1177,BM001176,Movement identify space. He ready west entire.,Bag,Medium,XS,Beige,MAC,Beauty,Skincare,Beauty,MAC,157,g,34.22
1178,BC001177,Drive yes responsibility feeling. Lose Democrat save receive either.,Pallet,Large,XS,PaleGoldenRod,Clinique,Beauty,Fragrance,Beauty,Clinique,446,g,147.51
1179,FN001178,Field where best cup just life drop floor. Mr good contain soldier moment hand name knowledge.,Pallet,Small,XS,BurlyWood,Nestle,Food,Specialty,Food,Nestle,358,g,862.99
1180,HA001179,Fly heavy discuss letter when both. Theory front commercial education power.,Envelope,Small,L,Ivory,Ashley,Home & Garden,Decor,Home & Garden,Ashley,12810,g,420.28
1181,TH001180,Professional always able allow.,Crate,Medium,N/A,SeaShell,Hasbro,Toys,Educational Toys,Toys,Hasbro,2028,g,543.52
1182,HA001181,Education hard democratic. Civil Democrat attack loss author mother.,Bag,Medium,M,DarkViolet,Ashley,Home & Garden,Decor,Home & Garden,Ashley,3334,g,213.08
1183,SU001182,Economy necessary wide radio. Conference standard on camera save another. Somebody truth per nor.,Crate,Large,XL,CornflowerBlue,Under Armour,Sports,Team Sports,Sports,Under Armour,1602,g,187.35
1184,FK001183,Agent travel hospital forward. In building head evening ground.,Bag,Medium,S,PaleGoldenRod,Kraft,Food,Snacks,Food,Kraft,1787,g,300.43
1185,CU001184,Road price assume risk. Even huge most bring why believe project. Skin arrive tonight fast.,Envelope,Small,M,WhiteSmoke,Uniqlo,Clothing,Pants,Clothing,Uniqlo,640,g,672.8
1186,CU001185,I though least catch manage. What walk trip whose. House throw start.,Envelope,Medium,M,Salmon,Uniqlo,Clothing,Outerwear,Clothing,Uniqlo,941,g,223.34
1187,SU001186,Cost no candidate offer four trial office everybody.,Envelope,Small,XL,GreenYellow,Under Armour,Sports,Outdoor Gear,Sports,Under Armour,2639,g,627.73
1188,EL001187,Among short religious just. Future one else serious every.,Envelope,Large,XS,BlueViolet,LG,Electronics,Audio,Electronics,LG,2366,g,444.2
1189,BP001188,Environment east school cost officer lay. Laugh meeting room thus guy generation body chance.,Envelope,X-Large,S,DarkTurquoise,Penguin,Books,Comics,Books,Penguin,1641,g,782.2
1190,CZ001189,Condition music same author them. Throw half fall at yes. Experience upon important because safe.,Envelope,Large,XL,DarkGray,Zara,Clothing,Accessories,Clothing,Zara,315,g,593.66
1191,TF001190,Plan run dream far along among beat. Bring organization probably figure. North improve its man.,Pallet,Small,XL,Violet,Fisher-Price,Toys,Outdoor Toys,Toys,Fisher-Price,224,g,20.48
1192,ED001191,Week heavy item brother seat line. Couple call job we my.,Box,Small,N/A,MidnightBlue,Dell,Electronics,Accessories,Electronics,Dell,4154,g,862.64
1193,CN001192,Action anyone do industry animal. Main hundred poor without. Though big check.,Pallet,Small,N/A,DarkMagenta,Nike,Clothing,Pants,Clothing,Nike,731,g,252.99
1194,BC001193,Long central role probably. Police year how relate husband sometimes single.,Envelope,Small,S,Gainsboro,Clinique,Beauty,Makeup,Beauty,Clinique,104,g,84.0
1195,BP001194,Language meeting yeah responsibility late offer. Activity goal difference thing agreement stuff.,Crate,X-Large,M,Orange,Penguin,Books,Educational,Books,Penguin,972,g,779.9
1196,CU001195,Hit future good issue two whose. Blood unit wonder near drug yeah media.,Crate,X-Large,S,Black,Uniqlo,Clothing,Accessories,Clothing,Uniqlo,423,g,955.79
1197,HA001196,East PM money. Official very television cost drug individual ask family.,Envelope,Small,M,LimeGreen,Ashley,Home & Garden,Garden Tools,Home & Garden,Ashley,10455,g,670.48
1198,HA001197,Especially good west say member.,Box,Medium,XS,OldLace,Ashley,Home & Garden,Kitchen,Home & Garden,Ashley,15792,g,650.72
1199,ES001198,State move no win. Dream factor firm decade across. Local cost address west live out.,Envelope,X-Large,N/A,MediumPurple,Sony,Electronics,Audio,Electronics,Sony,3394,g,626.54
