product_id,product_name,category,subcategory,brand,base_price,supplier,is_active,valid_from
2910,Adidas Activewear Recently,Clothing,Activewear,Adidas,596.78,"Scott, Wall and Johnson",1,2023-12-02
2911,Nike Equipment Street,Sports,Equipment,Nike,56.42,Nguyen-Castro,1,2023-06-07
2912,Zara Sweaters Subject,Clothing,Sweaters,Zara,995.85,Williamson Group,1,2024-10-30
2913,Nike Nutrition Eye,Sports,Nutrition,Nike,674.35,Jones and Sons,0,2023-09-13
2914,Nike Footwear Several,Sports,Footwear,Nike,815.01,David-Watkins,1,2023-02-08
2915,Puma Apparel Statement,Sports,Apparel,Puma,155.95,"Price, Moyer and Mccarthy",1,2023-07-17
2916,Maybelline Makeup Far,Beauty,Makeup,Maybelline,808.66,"Willis, Brown and Brown",0,2023-09-27
2917,Simon & Schuster Children Fact,Books,Children,Simon & Schuster,638.99,"Wood, Mclean and Rodriguez",0,2023-04-18
2918,HP Smartwatches Up,Electronics,Smartwatches,HP,360.98,"Jones, Rowland and Oconnor",1,2024-10-05
2919,Cuisinart Cookware Civil,Home & Kitchen,Cookware,Cuisinart,836.22,Lawrence PLC,1,2023-06-08
2920,Dove Haircare Or,Beauty,Haircare,Dove,766.07,Gonzales LLC,0,2024-03-23
2921,Nike Accessories Office,Sports,Accessories,Nike,160.55,"Green, Schmidt and Carter",1,2023-01-20
2922,Reebok Nutrition Challenge,Sports,Nutrition,Reebok,599.93,Harrell Ltd,0,2024-07-09
2923,Lenovo Tablets Single,Electronics,Tablets,Lenovo,745.75,Krueger-Ward,0,2024-08-26
2924,Reebok Nutrition Like,Sports,Nutrition,Reebok,487.65,"Wilkerson, Lopez and Mcdonald",1,2023-12-27
2925,New Balance Footwear High,Sports,Footwear,New Balance,626.48,Gonzalez-Mata,1,2023-07-24
2926,HomeDepot Bedding Especially,Home & Kitchen,Bedding,HomeDepot,922.51,"Adkins, Johnson and Wilson",1,2023-11-19
2927,LG Tablets Late,Electronics,Tablets,LG,743.64,Shaffer-Yates,0,2024-10-10
2928,Maybelline Makeup Newspaper,Beauty,Makeup,Maybelline,397.49,Durham PLC,1,2023-10-21
2929,Nike Apparel Admit,Sports,Apparel,Nike,635.89,"Kim, Johnson and Gordon",1,2024-09-15
2930,Ninja Decor General,Home & Kitchen,Decor,Ninja,71.8,"Vasquez, Andrews and Walters",1,2024-07-27
2931,IKEA Decor Bag,Home & Kitchen,Decor,IKEA,359.3,"Davis, Grant and Rodriguez",1,2023-05-06
2932,Maybelline Haircare Success,Beauty,Haircare,Maybelline,674.15,"Mathis, Miller and Nielsen",1,2024-04-21
2933,IKEA Decor Rate,Home & Kitchen,Decor,IKEA,41.37,Walton Ltd,1,2023-12-04
2934,Zara Sweaters Television,Clothing,Sweaters,Zara,487.34,Owens-Preston,0,2024-07-30
2935,Simon & Schuster Fiction Civil,Books,Fiction,Simon & Schuster,252.84,"Rivera, White and Johnston",1,2023-12-22
2936,Reebok Nutrition News,Sports,Nutrition,Reebok,598.54,"Stevenson, Fry and Preston",0,2023-11-11
2937,Nivea Skincare Paper,Beauty,Skincare,Nivea,214.66,Smith-Clayton,0,2023-01-18
2938,MAC Fragrances Across,Beauty,Fragrances,MAC,786.1,Morris and Sons,1,2023-07-24
2939,Under Armour Jeans Total,Clothing,Jeans,Under Armour,882.64,Silva LLC,0,2024-02-21
2940,IKEA Cookware Lot,Home & Kitchen,Cookware,IKEA,506.8,"Ortega, Carrillo and Andrews",0,2023-10-06
2941,Sony Headphones Walk,Electronics,Headphones,Sony,270.39,"Camacho, Hernandez and Mejia",1,2023-06-13
2942,Dove Haircare Foot,Beauty,Haircare,Dove,886.22,Garcia PLC,1,2024-04-15
2943,HarperCollins Non-fiction You,Books,Non-fiction,HarperCollins,647.25,Chan PLC,1,2023-10-01
2944,Nivea Personal Care Authority,Beauty,Personal Care,Nivea,152.36,Harrell-Hebert,0,2024-05-29
2945,Sony Smartphones Detail,Electronics,Smartphones,Sony,95.13,Turner Group,0,2023-08-02
2946,HomeDepot Decor Early,Home & Kitchen,Decor,HomeDepot,529.64,Barton Inc,1,2023-04-20
2947,Adidas Apparel Understand,Sports,Apparel,Adidas,92.81,Martinez-Gould,1,2023-01-23
2948,Ninja Furniture Life,Home & Kitchen,Furniture,Ninja,471.89,"Dickerson, Clark and Williams",0,2023-12-10
2949,KitchenAid Furniture Inside,Home & Kitchen,Furniture,KitchenAid,252.82,Harris Group,0,2024-04-06
2950,Apple Cameras Teacher,Electronics,Cameras,Apple,914.35,Davis and Sons,1,2024-02-01
2951,HarperCollins Non-fiction White,Books,Non-fiction,HarperCollins,312.49,"Ramsey, Martinez and Sherman",1,2023-04-07
2952,Penguin Non-fiction Yeah,Books,Non-fiction,Penguin,13.51,Yang-Howard,0,2023-09-07
2953,Samsung Smartphones Just,Electronics,Smartphones,Samsung,748.63,Clark Inc,1,2024-09-16
2954,Adidas Nutrition Movement,Sports,Nutrition,Adidas,310.75,Woods-Hicks,0,2023-12-24
2955,Reebok Nutrition Admit,Sports,Nutrition,Reebok,916.6,James Group,1,2023-11-10
2956,MAC Makeup Toward,Beauty,Makeup,MAC,333.26,Gomez LLC,1,2024-10-14
2957,Under Armour Activewear Attention,Clothing,Activewear,Under Armour,461.83,Bautista-Pearson,1,2023-07-01
2958,MAC Makeup Science,Beauty,Makeup,MAC,181.3,Santos Group,1,2024-11-14
2959,Ninja Cookware Market,Home & Kitchen,Cookware,Ninja,512.23,Bean LLC,1,2024-07-23
2960,Nivea Makeup Radio,Beauty,Makeup,Nivea,792.1,Williams-Boone,0,2023-05-21
2961,Random House Technology Other,Books,Technology,Random House,494.76,Anderson and Sons,1,2023-04-22
2962,Adidas Jackets Run,Clothing,Jackets,Adidas,662.27,Farmer-Brown,0,2024-09-18
2963,Lenovo Tablets Determine,Electronics,Tablets,Lenovo,815.86,"Guerrero, Watson and Perry",0,2023-05-06
2964,Samsung Tablets Kind,Electronics,Tablets,Samsung,156.02,Thompson PLC,1,2023-05-01
2965,H&M Dresses Site,Clothing,Dresses,H&M,344.05,"White, Koch and Rodriguez",1,2023-05-10
2966,HP Gaming Consoles All,Electronics,Gaming Consoles,HP,944.26,Harris-Powell,0,2023-10-20
2967,L'Oreal Haircare When,Beauty,Haircare,L'Oreal,88.17,Howell-Johnson,1,2023-01-24
2968,HomeDepot Decor Glass,Home & Kitchen,Decor,HomeDepot,779.1,Oneal Inc,0,2024-07-27
2969,Apple Headphones Try,Electronics,Headphones,Apple,133.54,Mcintyre Inc,1,2024-02-27
2970,Samsung Cameras Huge,Electronics,Cameras,Samsung,78.33,"Sharp, Jackson and Garcia",0,2023-10-01
2971,Cuisinart Cookware Watch,Home & Kitchen,Cookware,Cuisinart,875.39,Davis Inc,1,2023-04-01
2972,Random House Fiction Maybe,Books,Fiction,Random House,701.78,Lucero-Chase,1,2024-02-24
2973,IKEA Storage Less,Home & Kitchen,Storage,IKEA,411.0,Vincent Ltd,0,2023-01-04
2974,Dove Skincare Foreign,Beauty,Skincare,Dove,623.87,Harrison-Leach,0,2023-04-13
2975,Maybelline Makeup Future,Beauty,Makeup,Maybelline,718.13,"Fernandez, Krueger and Barnett",1,2023-03-19
2976,Adidas Jeans Mean,Clothing,Jeans,Adidas,317.98,Goodman-Christian,0,2023-06-05
2977,Adidas T-shirts Car,Clothing,T-shirts,Adidas,449.21,Robertson and Sons,1,2023-06-28
2978,Levi's Jeans Receive,Clothing,Jeans,Levi's,690.41,Paul Ltd,1,2023-11-13
2979,Wayfair Furniture Fear,Home & Kitchen,Furniture,Wayfair,36.28,"Garcia, Perez and Lopez",1,2024-05-30
2980,Macmillan Science Fish,Books,Science,Macmillan,244.6,Page-Murray,0,2024-04-06
2981,New Balance Accessories Nature,Sports,Accessories,New Balance,604.88,"Ray, Stephenson and Wolf",1,2023-04-16
2982,HomeDepot Storage Generation,Home & Kitchen,Storage,HomeDepot,712.96,Brooks-Thomas,1,2024-07-28
2983,Random House Science Worry,Books,Science,Random House,950.02,Adkins Group,0,2024-05-08
2984,Under Armour Sweaters Anything,Clothing,Sweaters,Under Armour,753.86,Petty Inc,1,2023-04-25
2985,Nike Apparel Protect,Sports,Apparel,Nike,725.04,Conley and Sons,0,2023-05-09
2986,Reebok Apparel Industry,Sports,Apparel,Reebok,784.8,Smith-Castillo,1,2024-10-31
2987,Adidas T-shirts Guy,Clothing,T-shirts,Adidas,916.86,Fuller PLC,0,2023-11-15
2988,New Balance Nutrition Live,Sports,Nutrition,New Balance,45.4,Chavez LLC,0,2024-03-02
2989,Cuisinart Cookware Less,Home & Kitchen,Cookware,Cuisinart,736.88,Mcgee Ltd,1,2024-08-22
2990,H&M Activewear My,Clothing,Activewear,H&M,832.2,Rogers-Stafford,0,2023-07-21
2991,Macmillan Non-fiction Growth,Books,Non-fiction,Macmillan,162.66,Ingram-Bryant,0,2023-03-19
2992,Zara Sweaters Relate,Clothing,Sweaters,Zara,425.68,Hines-Baker,1,2024-09-02
2993,H&M Activewear History,Clothing,Activewear,H&M,474.88,May-Oconnell,1,2023-04-12
2994,Puma Nutrition Between,Sports,Nutrition,Puma,750.72,Hester Inc,0,2023-04-07
2995,H&M Jeans Oil,Clothing,Jeans,H&M,284.71,"Phillips, Marks and Parker",1,2023-12-08
2996,Lenovo Tablets On,Electronics,Tablets,Lenovo,89.89,Burch PLC,0,2023-05-25
2997,Estee Lauder Haircare Information,Beauty,Haircare,Estee Lauder,172.24,"Lee, Larsen and Walker",1,2023-01-16
2998,Ninja Small Appliances Decide,Home & Kitchen,Small Appliances,Ninja,275.49,"Garner, Fox and Chan",1,2024-03-16
2999,Ninja Cookware Trade,Home & Kitchen,Cookware,Ninja,175.98,"Warren, Mcbride and Cox",0,2023-07-01
3000,Uniqlo Jeans Rule,Clothing,Jeans,Uniqlo,400.19,"Jackson, Moore and Becker",1,2024-05-11
3001,Zara Shoes Protect,Clothing,Shoes,Zara,686.66,"Perez, Arias and Moran",0,2024-02-28
3002,HP Laptops Year,Electronics,Laptops,HP,694.5,"Coleman, Harris and Williams",0,2023-11-11
3003,Puma Footwear Fine,Sports,Footwear,Puma,163.73,Santana-Stanton,0,2024-11-28
3004,Zara Jeans Maybe,Clothing,Jeans,Zara,953.99,Morris-Griffith,0,2023-08-25
3005,Dove Personal Care A,Beauty,Personal Care,Dove,174.19,King PLC,1,2024-06-05
3006,Asus Headphones Forget,Electronics,Headphones,Asus,416.67,Leblanc PLC,1,2024-04-09
3007,Simon & Schuster Science Audience,Books,Science,Simon & Schuster,57.48,Fischer and Sons,1,2023-04-25
3008,Nike Accessories Medical,Sports,Accessories,Nike,252.42,Duran and Sons,0,2023-11-03
3009,Zara T-shirts Stop,Clothing,T-shirts,Zara,563.27,Lucas Group,1,2024-04-07
3010,Puma Accessories Daughter,Sports,Accessories,Puma,996.11,Flowers Inc,1,2023-06-28
3011,Uniqlo Dresses Fact,Clothing,Dresses,Uniqlo,917.1,Stafford Inc,0,2024-07-20
3012,Maybelline Personal Care Sister,Beauty,Personal Care,Maybelline,523.09,"Blackburn, Hernandez and Ramos",0,2024-06-09
3013,Nivea Makeup Fact,Beauty,Makeup,Nivea,870.78,Smith-Wilson,1,2023-09-02
3014,Estee Lauder Fragrances Need,Beauty,Fragrances,Estee Lauder,476.48,Ingram PLC,1,2024-01-04
3015,Lenovo Laptops Each,Electronics,Laptops,Lenovo,73.15,"Gonzales, Short and Weaver",1,2024-04-21
3016,Dove Makeup Look,Beauty,Makeup,Dove,693.81,Jones Ltd,1,2023-09-26
3017,Nivea Skincare Type,Beauty,Skincare,Nivea,762.01,Herring-Williams,0,2024-10-15
3018,Maybelline Fragrances Vote,Beauty,Fragrances,Maybelline,598.58,Rodriguez-Owens,0,2024-04-02
3019,Samsung Cameras Concern,Electronics,Cameras,Samsung,54.61,"Holt, Bauer and Blake",1,2023-06-27
3020,Maybelline Makeup Necessary,Beauty,Makeup,Maybelline,442.13,Davis Ltd,1,2024-04-16
3021,Apple Tablets Place,Electronics,Tablets,Apple,485.91,Allen-Horn,1,2024-01-23
3022,MAC Makeup Think,Beauty,Makeup,MAC,181.07,"Richmond, Fisher and Little",1,2024-11-05
3023,New Balance Apparel Speech,Sports,Apparel,New Balance,879.4,Kirby-Oconnor,1,2024-12-06
3024,H&M T-shirts Enter,Clothing,T-shirts,H&M,923.65,"Romero, Barnes and Huff",1,2023-10-08
3025,Random House Science Because,Books,Science,Random House,798.81,Garcia Group,0,2023-07-11
3026,Sony Tablets Pay,Electronics,Tablets,Sony,477.94,Walker-Hamilton,0,2023-07-29
3027,Sony Cameras Body,Electronics,Cameras,Sony,237.08,"Freeman, Obrien and Cunningham",1,2024-04-19
3028,Samsung Smartphones Natural,Electronics,Smartphones,Samsung,425.69,"Reyes, Guzman and Garza",0,2024-09-11
3029,IKEA Decor Question,Home & Kitchen,Decor,IKEA,731.04,Johnston Inc,1,2024-08-19
3030,Nike Jackets Edge,Clothing,Jackets,Nike,61.92,Carpenter-Fletcher,0,2024-04-16
3031,LG Cameras Know,Electronics,Cameras,LG,404.75,Higgins-Williams,0,2024-05-20
3032,KitchenAid Bedding Story,Home & Kitchen,Bedding,KitchenAid,787.92,Phelps-Berry,0,2024-02-14
3033,Dell Headphones Always,Electronics,Headphones,Dell,334.91,Li-Fuller,1,2024-08-30
3034,Maybelline Haircare Lay,Beauty,Haircare,Maybelline,237.74,"Odonnell, Robinson and White",0,2024-05-07
3035,Puma Nutrition Young,Sports,Nutrition,Puma,130.51,Garcia-Knapp,0,2024-09-17
3036,Simon & Schuster Children Air,Books,Children,Simon & Schuster,119.71,"Bryant, Macdonald and Howard",0,2024-06-17
3037,Under Armour Accessories Guy,Sports,Accessories,Under Armour,830.41,Beltran-Wright,0,2023-12-16
3038,LG Gaming Consoles Step,Electronics,Gaming Consoles,LG,143.4,Nguyen Ltd,1,2024-05-11
3039,Wayfair Furniture Everyone,Home & Kitchen,Furniture,Wayfair,463.34,Clark PLC,1,2024-05-21
3040,Under Armour Nutrition Fund,Sports,Nutrition,Under Armour,296.5,"Morales, Bailey and Ochoa",1,2024-10-21
3041,Puma Footwear Money,Sports,Footwear,Puma,163.61,Cook PLC,1,2024-02-26
3042,Simon & Schuster Technology Sister,Books,Technology,Simon & Schuster,589.29,Stewart LLC,1,2023-03-23
3043,Penguin Children Who,Books,Children,Penguin,768.3,"Davis, Sullivan and Howell",1,2024-05-14
3044,Wayfair Cookware Cultural,Home & Kitchen,Cookware,Wayfair,509.7,Harris-Chase,1,2024-01-16
3045,Reebok Nutrition Have,Sports,Nutrition,Reebok,201.37,Shaffer-Huang,1,2024-08-12
3046,Penguin Business Collection,Books,Business,Penguin,540.43,Morris Inc,0,2023-05-31
3047,Ninja Furniture Party,Home & Kitchen,Furniture,Ninja,226.99,Stout-Graves,0,2024-03-14
3048,Maybelline Makeup Fine,Beauty,Makeup,Maybelline,133.54,"Medina, Sanders and Dominguez",1,2023-06-07
3049,Ninja Bedding Better,Home & Kitchen,Bedding,Ninja,425.82,Dawson Ltd,1,2023-11-14
3050,Penguin Non-fiction Together,Books,Non-fiction,Penguin,98.36,Thomas-Peterson,0,2023-10-05
3051,Under Armour Accessories Industry,Sports,Accessories,Under Armour,204.85,Morse Inc,0,2024-10-21
3052,Ninja Bedding Simply,Home & Kitchen,Bedding,Ninja,652.31,Austin-Arellano,0,2023-09-12
3053,Macmillan Fiction Down,Books,Fiction,Macmillan,990.29,Mckenzie-Sanchez,0,2023-05-04
3054,Under Armour Nutrition Region,Sports,Nutrition,Under Armour,325.22,Johnson-Walker,0,2024-06-26
3055,Lenovo Gaming Consoles Discuss,Electronics,Gaming Consoles,Lenovo,901.48,Golden Group,1,2024-05-21
3056,Maybelline Skincare Task,Beauty,Skincare,Maybelline,653.28,Thomas LLC,1,2023-07-12
3057,Maybelline Personal Care Against,Beauty,Personal Care,Maybelline,65.35,"Webb, Gonzales and Hawkins",0,2024-03-20
3058,Under Armour Accessories Dark,Sports,Accessories,Under Armour,321.54,Lopez-Stone,0,2023-11-10
3059,New Balance Nutrition Product,Sports,Nutrition,New Balance,554.97,"Oneal, Werner and Francis",0,2024-07-05
3060,Under Armour Apparel Style,Sports,Apparel,Under Armour,34.68,Lara-Baker,0,2023-10-18
3061,Nivea Makeup His,Beauty,Makeup,Nivea,146.59,Flores LLC,1,2023-03-04
3062,MAC Makeup Room,Beauty,Makeup,MAC,761.59,Morris Ltd,0,2023-07-14
3063,Cuisinart Decor Stuff,Home & Kitchen,Decor,Cuisinart,417.67,"Riley, Davis and Lowery",1,2024-02-02
3064,KitchenAid Bedding Section,Home & Kitchen,Bedding,KitchenAid,883.06,Nichols-Garcia,0,2024-10-06
3065,Random House Business Pm,Books,Business,Random House,641.23,Cortez Ltd,1,2024-07-02
3066,Sony Headphones Quite,Electronics,Headphones,Sony,596.56,"Nicholson, Walker and Adams",0,2024-10-14
3067,Simon & Schuster Fiction Argue,Books,Fiction,Simon & Schuster,268.68,Montgomery-Crawford,1,2023-12-08
3068,HarperCollins Business Attention,Books,Business,HarperCollins,352.37,Johnson Group,0,2024-03-13
3069,L'Oreal Makeup Rate,Beauty,Makeup,L'Oreal,260.15,Huang Group,1,2024-11-07
3070,LG Smartphones Seat,Electronics,Smartphones,LG,976.16,Brown LLC,0,2023-02-23
3071,L'Oreal Skincare Serve,Beauty,Skincare,L'Oreal,724.69,Hudson-Valentine,0,2024-07-22
3072,Under Armour Apparel Ahead,Sports,Apparel,Under Armour,524.26,"Harper, Jordan and Duran",1,2023-04-17
3073,Penguin Technology Individual,Books,Technology,Penguin,933.69,Stanley LLC,1,2024-02-26
3074,HP Gaming Consoles Same,Electronics,Gaming Consoles,HP,72.44,"Torres, Hall and Lindsey",1,2024-02-02
3075,Adidas Nutrition Young,Sports,Nutrition,Adidas,654.02,Thomas-Ryan,1,2024-06-16
3076,KitchenAid Small Appliances Peace,Home & Kitchen,Small Appliances,KitchenAid,379.06,Huffman-Arellano,0,2023-02-14
3077,L'Oreal Skincare Seem,Beauty,Skincare,L'Oreal,283.2,Matthews-Hampton,1,2023-02-28
3078,Apple Gaming Consoles Positive,Electronics,Gaming Consoles,Apple,757.49,Moreno Ltd,0,2023-05-09
3079,Penguin Technology Significant,Books,Technology,Penguin,179.16,Wright PLC,1,2024-08-26
3080,Levi's Activewear Song,Clothing,Activewear,Levi's,142.54,Houston Inc,0,2024-05-22
3081,Simon & Schuster Non-fiction Woman,Books,Non-fiction,Simon & Schuster,781.16,Chandler-Rivera,1,2023-03-18
3082,IKEA Small Appliances Young,Home & Kitchen,Small Appliances,IKEA,23.9,Berry-Rush,1,2023-10-31
3083,Sony Smartphones Support,Electronics,Smartphones,Sony,188.16,James-Wells,0,2024-10-23
3084,H&M Jackets Gun,Clothing,Jackets,H&M,838.0,Davis LLC,1,2023-05-21
3085,Puma Footwear Second,Sports,Footwear,Puma,761.83,Koch-Porter,1,2023-05-27
3086,Sony Headphones Ever,Electronics,Headphones,Sony,618.31,Gonzalez-Bell,0,2024-05-20
3087,New Balance Equipment Property,Sports,Equipment,New Balance,316.9,Morgan Inc,1,2024-02-14
3088,Nivea Makeup Even,Beauty,Makeup,Nivea,999.15,Suarez Inc,1,2024-03-11
3089,HarperCollins Non-fiction Artist,Books,Non-fiction,HarperCollins,185.45,"Brooks, Jackson and Stuart",1,2024-02-18
3090,Simon & Schuster Fiction Actually,Books,Fiction,Simon & Schuster,79.92,Murphy LLC,1,2023-01-25
3091,Levi's Shoes Such,Clothing,Shoes,Levi's,886.58,"Elliott, Villarreal and Sosa",0,2023-05-30
3092,IKEA Cookware Provide,Home & Kitchen,Cookware,IKEA,140.45,"Jimenez, Nichols and Daugherty",1,2023-03-20
3093,Under Armour Equipment Turn,Sports,Equipment,Under Armour,742.1,"Gaines, Greene and Berry",1,2024-11-26
3094,IKEA Storage Let,Home & Kitchen,Storage,IKEA,571.11,"Singleton, Ingram and Romero",1,2024-09-27
3095,HomeDepot Decor Tell,Home & Kitchen,Decor,HomeDepot,695.21,Johnson-Williams,1,2024-02-25
3096,HarperCollins Non-fiction View,Books,Non-fiction,HarperCollins,73.98,Aguirre LLC,1,2024-12-30
3097,Penguin Science Film,Books,Science,Penguin,449.59,Bailey and Sons,1,2024-04-06
3098,Uniqlo Sweaters National,Clothing,Sweaters,Uniqlo,428.97,Mccullough Group,0,2023-06-03
3099,Reebok Footwear Player,Sports,Footwear,Reebok,400.92,Osborn LLC,0,2025-01-01
3100,Apple Headphones Look,Electronics,Headphones,Apple,22.59,"Kelley, Price and West",0,2023-04-04
3101,Adidas Dresses Relate,Clothing,Dresses,Adidas,208.75,"Jones, Sanchez and Thomas",0,2024-09-30
3102,Samsung Smartphones Military,Electronics,Smartphones,Samsung,433.26,Bauer Inc,1,2023-10-09
3103,Dell Gaming Consoles Artist,Electronics,Gaming Consoles,Dell,85.1,Cochran-Browning,1,2024-07-06
3104,Cuisinart Furniture Somebody,Home & Kitchen,Furniture,Cuisinart,987.68,"Garcia, Meyer and Alvarado",0,2023-09-09
3105,Penguin Fiction Which,Books,Fiction,Penguin,183.73,"Hart, Park and Boyd",0,2024-08-13
3106,Puma Apparel Office,Sports,Apparel,Puma,391.0,"Harris, Flores and West",1,2023-06-06
3107,Simon & Schuster Business Final,Books,Business,Simon & Schuster,191.63,"Simmons, Graham and Miller",0,2023-01-22
3108,Dove Fragrances Million,Beauty,Fragrances,Dove,338.63,Morris Group,0,2024-04-21
3109,KitchenAid Decor Improve,Home & Kitchen,Decor,KitchenAid,789.73,Jimenez-Hartman,0,2023-08-15
3110,Adidas Activewear Spend,Clothing,Activewear,Adidas,966.28,"Hale, Rose and Williams",1,2023-03-14
3111,Nike Accessories Food,Sports,Accessories,Nike,344.37,"Adkins, Duncan and Thompson",0,2023-09-04
3112,Estee Lauder Fragrances Single,Beauty,Fragrances,Estee Lauder,87.75,Ferguson Inc,0,2023-08-27
3113,Samsung Headphones Image,Electronics,Headphones,Samsung,991.55,Bell PLC,0,2023-02-13
3114,Ninja Bedding Than,Home & Kitchen,Bedding,Ninja,228.08,"Russo, Rodgers and Warren",1,2023-05-22
3115,Reebok Nutrition Movie,Sports,Nutrition,Reebok,87.19,Maldonado-Williams,1,2023-06-19
3116,Uniqlo T-shirts Bit,Clothing,T-shirts,Uniqlo,504.24,Dodson-Stafford,0,2024-07-10
3117,Reebok Nutrition Front,Sports,Nutrition,Reebok,798.32,Klein Group,1,2023-06-13
3118,Cuisinart Cookware Own,Home & Kitchen,Cookware,Cuisinart,763.06,"Austin, Williams and James",1,2024-12-03
3119,Asus Smartwatches Risk,Electronics,Smartwatches,Asus,654.63,Glass Inc,0,2024-12-06
3120,Reebok Equipment Effect,Sports,Equipment,Reebok,116.22,"Cervantes, Guerra and Joyce",1,2023-11-02
3121,Sony Smartphones The,Electronics,Smartphones,Sony,858.65,Watson Group,1,2023-02-07
3122,Asus Cameras Clearly,Electronics,Cameras,Asus,634.32,George PLC,1,2024-06-06
3123,Puma Nutrition Evening,Sports,Nutrition,Puma,491.62,Becker-Mckinney,0,2024-12-04
3124,Under Armour Nutrition Produce,Sports,Nutrition,Under Armour,338.57,Harris-Johns,1,2024-07-29
3125,Adidas Sweaters White,Clothing,Sweaters,Adidas,310.32,Ortiz-Smith,1,2024-10-04
3126,Ninja Small Appliances Job,Home & Kitchen,Small Appliances,Ninja,963.06,Ramirez-Santana,0,2024-09-29
3127,Ninja Storage Start,Home & Kitchen,Storage,Ninja,691.1,King-Smith,0,2024-06-24
3128,Dove Makeup Indicate,Beauty,Makeup,Dove,579.03,Dominguez Group,1,2023-04-14
3129,HarperCollins Non-fiction Recognize,Books,Non-fiction,HarperCollins,765.08,"Walker, Walsh and Wilson",1,2024-12-04
3130,LG Headphones Strong,Electronics,Headphones,LG,811.14,Jones-Herrera,1,2023-05-13
3131,Random House Children Yet,Books,Children,Random House,990.46,"Scott, Becker and Arias",0,2023-11-09
3132,IKEA Bedding Feel,Home & Kitchen,Bedding,IKEA,547.37,"Mitchell, Foley and Green",1,2024-08-17
3133,Puma Footwear Call,Sports,Footwear,Puma,657.21,Carson-Henson,0,2023-03-12
3134,Reebok Footwear One,Sports,Footwear,Reebok,889.44,Gonzalez-Holmes,0,2023-01-31
3135,L'Oreal Fragrances Manager,Beauty,Fragrances,L'Oreal,355.11,Rodriguez-Perez,0,2024-10-12
3136,Under Armour T-shirts Important,Clothing,T-shirts,Under Armour,69.7,Miller Ltd,0,2024-09-21
3137,Estee Lauder Makeup Author,Beauty,Makeup,Estee Lauder,597.12,Graham LLC,1,2023-12-10
3138,Zara Jeans Single,Clothing,Jeans,Zara,526.9,Ramos Inc,1,2024-06-01
3139,Nike Apparel World,Sports,Apparel,Nike,639.98,"Wang, Lopez and Clark",1,2023-09-07
3140,HarperCollins Non-fiction Animal,Books,Non-fiction,HarperCollins,623.95,"Smith, Hernandez and Villarreal",1,2023-07-17
3141,Random House Fiction Will,Books,Fiction,Random House,722.48,Bell and Sons,1,2024-12-04
3142,Lenovo Smartwatches Quickly,Electronics,Smartwatches,Lenovo,774.2,Myers and Sons,1,2023-08-18
3143,Reebok Accessories Mouth,Sports,Accessories,Reebok,71.95,Perez Ltd,1,2023-06-03
3144,HarperCollins Science Government,Books,Science,HarperCollins,561.26,"Griffith, Johnson and Alexander",0,2024-10-20
3145,Estee Lauder Haircare Else,Beauty,Haircare,Estee Lauder,146.04,"Rice, Hawkins and Thomas",0,2023-09-07
3146,Dove Fragrances Art,Beauty,Fragrances,Dove,437.8,Cohen Group,1,2024-02-10
3147,Random House Technology Nor,Books,Technology,Random House,586.94,Montgomery and Sons,0,2024-07-19
3148,Ninja Small Appliances Worker,Home & Kitchen,Small Appliances,Ninja,703.8,Wood-Thomas,1,2023-03-25
3149,Adidas T-shirts Return,Clothing,T-shirts,Adidas,71.37,Smith Inc,0,2024-03-16
3150,Uniqlo Activewear Article,Clothing,Activewear,Uniqlo,381.76,Mack-Wilson,0,2023-06-27
3151,Lenovo Cameras Sound,Electronics,Cameras,Lenovo,328.99,"Johnson, Gardner and Smith",1,2024-10-05
3152,Dell Cameras Whether,Electronics,Cameras,Dell,633.57,Pineda-Newman,1,2023-08-11
3153,KitchenAid Furniture Rich,Home & Kitchen,Furniture,KitchenAid,907.88,"Hughes, Kent and Young",0,2024-01-20
3154,Random House Business Position,Books,Business,Random House,874.54,Reed-Travis,1,2023-12-23
3155,Uniqlo Jackets Measure,Clothing,Jackets,Uniqlo,925.04,Gibson LLC,0,2023-06-26
3156,Penguin Children Charge,Books,Children,Penguin,664.19,Walsh-Thompson,1,2023-11-01
3157,Levi's Activewear Even,Clothing,Activewear,Levi's,684.47,Richardson Inc,0,2023-12-05
3158,Apple Smartphones Support,Electronics,Smartphones,Apple,118.61,Thomas-Stevens,1,2024-07-09
3159,HarperCollins Children Until,Books,Children,HarperCollins,895.14,"Christian, Archer and Martinez",1,2024-05-04
3160,Dove Fragrances Head,Beauty,Fragrances,Dove,791.72,Mcmahon Group,1,2024-11-20
3161,Cuisinart Furniture Key,Home & Kitchen,Furniture,Cuisinart,247.57,Quinn-Wallace,0,2023-11-01
3162,Macmillan Fiction Major,Books,Fiction,Macmillan,532.23,Morgan-Ortega,1,2023-04-17
3163,Nike Activewear Several,Clothing,Activewear,Nike,958.63,"Harris, Robinson and Lee",0,2023-06-04
3164,Samsung Tablets Yourself,Electronics,Tablets,Samsung,371.97,"Hopkins, Montgomery and Mccullough",1,2024-03-04
3165,Wayfair Storage Travel,Home & Kitchen,Storage,Wayfair,736.46,Brooks-Parker,1,2023-11-05
3166,H&M Shoes Chance,Clothing,Shoes,H&M,690.58,Rodriguez-Pearson,1,2023-08-25
